acc,epoch,step,val_acc,val_loss
,0,7,0.3499999940395355,18.64619255065918
,1,15,0.3199999928474426,2.85357666015625
,2,23,0.30000001192092896,2.280890703201294
,3,31,0.4399999976158142,1.5944503545761108
,4,39,0.47999998927116394,1.5713390111923218
,5,47,0.5199999809265137,1.2892016172409058
0.8799999952316284,6,49,,
,6,55,0.5899999737739563,1.0702357292175293
,7,63,0.5600000023841858,1.0602940320968628
,8,71,0.5299999713897705,1.1953109502792358
,9,79,0.5400000214576721,1.0859287977218628
